date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
18-02-2021,California,State,Alpha,31,8.24,25.57142857,7.366255144
18-02-2021,California,State,Beta,0,0,0.285714286,0.082304527
18-02-2021,California,State,Gamma,0,0,0,0
18-02-2021,California,State,Mu,0,0,0,0
18-02-2021,California,State,Total,376,100,347.1428571,100
18-02-2021,California,State,Lambda,0,0,0,0
19-02-2021,California,State,Delta,0,0,0.285714286,0.084781687
19-02-2021,California,State,Beta,0,0,0.142857143,0.042390844
19-02-2021,California,State,Mu,0,0,0,0
19-02-2021,California,State,Other,83,24.56,78.42857143,23.27257312
19-02-2021,California,State,Gamma,0,0,0,0
19-02-2021,California,State,Omicron,0,0,0,0
19-02-2021,California,State,Lambda,0,0,0,0
19-02-2021,California,State,Alpha,19,5.62,24.57142857,7.291225095
19-02-2021,California,State,Total,338,100,337,100
19-02-2021,California,State,Epsilon,236,69.82,233.5714286,69.30902925
20-02-2021,California,State,Delta,0,0,0.285714286,0.08822232
20-02-2021,California,State,Other,48,22.33,75.28571429,23.24658139
20-02-2021,California,State,Gamma,0,0,0,0
20-02-2021,California,State,Alpha,25,11.63,24.14285714,7.454786061
20-02-2021,California,State,Omicron,0,0,0,0
20-02-2021,California,State,Total,215,100,323.8571429,100
20-02-2021,California,State,Mu,0,0,0,0
20-02-2021,California,State,Lambda,0,0,0,0
20-02-2021,California,State,Epsilon,142,66.05,224,69.16629907
20-02-2021,California,State,Beta,0,0,0.142857143,0.04411116
21-02-2021,California,State,Beta,0,0,0.142857143,0.044964029
21-02-2021,California,State,Gamma,0,0,0,0
21-02-2021,California,State,Epsilon,61,71.76,219.4285714,69.0647482
21-02-2021,California,State,Delta,0,0,0.285714286,0.089928058
21-02-2021,California,State,Other,19,22.35,74.14285714,23.33633094
21-02-2021,California,State,Omicron,0,0,0,0
21-02-2021,California,State,Total,85,100,317.7142857,100
21-02-2021,California,State,Mu,0,0,0,0
21-02-2021,California,State,Alpha,5,5.88,23.71428571,7.464028777
21-02-2021,California,State,Lambda,0,0,0,0
22-02-2021,California,State,Alpha,17,5.67,24.28571429,7.43006993
22-02-2021,California,State,Other,66,22,75.71428571,23.16433566
22-02-2021,California,State,Mu,0,0,0,0
22-02-2021,California,State,Epsilon,215,71.67,226.2857143,69.23076923
22-02-2021,California,State,Delta,1,0.33,0.285714286,0.087412587
22-02-2021,California,State,Gamma,0,0,0,0
22-02-2021,California,State,Beta,1,0.33,0.285714286,0.087412587
22-02-2021,California,State,Lambda,0,0,0,0
22-02-2021,California,State,Total,300,100,326.8571429,100
22-02-2021,California,State,Omicron,0,0,0,0
23-02-2021,California,State,Beta,0,0,0.142857143,0.048520136
23-02-2021,California,State,Lambda,0,0,0,0
23-02-2021,California,State,Gamma,0,0,0,0
23-02-2021,California,State,Alpha,22,7.46,21.85714286,7.423580786
23-02-2021,California,State,Total,295,100,294.4285714,100
23-02-2021,California,State,Omicron,0,0,0,0
23-02-2021,California,State,Other,52,17.63,65.85714286,22.36778263
23-02-2021,California,State,Mu,0,0,0,0
23-02-2021,California,State,Delta,0,0,0.285714286,0.097040272
23-02-2021,California,State,Epsilon,221,74.92,206.2857143,70.06307618
24-02-2021,California,State,Lambda,0,0,0,0
24-02-2021,California,State,Other,56,19.86,59.14285714,21.89317821
24-02-2021,California,State,Total,282,100,270.1428571,100
24-02-2021,California,State,Beta,0,0,0.142857143,0.052882073
24-02-2021,California,State,Omicron,0,0,0,0
24-02-2021,California,State,Delta,0,0,0.285714286,0.105764146
24-02-2021,California,State,Epsilon,194,68.79,189,69.96298255
24-02-2021,California,State,Gamma,0,0,0,0
24-02-2021,California,State,Mu,0,0,0,0
24-02-2021,California,State,Alpha,32,11.35,21.57142857,7.98519302
25-02-2021,California,State,Lambda,0,0,0,0
25-02-2021,California,State,Other,70,24.91,56.28571429,21.9376392
25-02-2021,California,State,Total,281,100,256.5714286,100
25-02-2021,California,State,Omicron,0,0,0,0
25-02-2021,California,State,Gamma,0,0,0,0
25-02-2021,California,State,Alpha,24,8.54,20.57142857,8.017817372
25-02-2021,California,State,Epsilon,187,66.55,179.4285714,69.93318486
25-02-2021,California,State,Delta,0,0,0.142857143,0.055679287
25-02-2021,California,State,Beta,0,0,0.142857143,0.055679287
25-02-2021,California,State,Mu,0,0,0,0
26-02-2021,California,State,Total,237,100,242.1428571,100
26-02-2021,California,State,Delta,0,0,0.142857143,0.05899705
26-02-2021,California,State,Beta,0,0,0.142857143,0.05899705
26-02-2021,California,State,Lambda,0,0,0,0
26-02-2021,California,State,Omicron,0,0,0,0
26-02-2021,California,State,Alpha,28,11.81,21.85714286,9.026548673
26-02-2021,California,State,Other,48,20.25,51.28571429,21.179941
26-02-2021,California,State,Mu,0,0,0,0
26-02-2021,California,State,Gamma,0,0,0,0
26-02-2021,California,State,Epsilon,161,67.93,168.7142857,69.67551622
27-02-2021,California,State,Beta,0,0,0.142857143,0.060096154
27-02-2021,California,State,Omicron,0,0,0,0
27-02-2021,California,State,Mu,0,0,0,0
27-02-2021,California,State,Alpha,12,6.52,20,8.413461538
27-02-2021,California,State,Total,184,100,237.7142857,100
27-02-2021,California,State,Lambda,0,0,0,0
27-02-2021,California,State,Other,36,19.57,49.57142857,20.85336538
27-02-2021,California,State,Delta,0,0,0.142857143,0.060096154
27-02-2021,California,State,Epsilon,136,73.91,167.8571429,70.61298077
27-02-2021,California,State,Gamma,0,0,0,0
28-02-2021,California,State,Epsilon,90,69.77,172,70.49180328
28-02-2021,California,State,Omicron,1,0.78,0.142857143,0.058548009
28-02-2021,California,State,Alpha,18,13.95,21.85714286,8.957845433
28-02-2021,California,State,Other,19,14.73,49.57142857,20.31615925
28-02-2021,California,State,Mu,0,0,0,0
28-02-2021,California,State,Total,129,100,244,100
28-02-2021,California,State,Lambda,0,0,0,0
28-02-2021,California,State,Delta,0,0,0.142857143,0.058548009
28-02-2021,California,State,Beta,0,0,0.142857143,0.058548009
28-02-2021,California,State,Gamma,1,0.78,0.142857143,0.058548009
01-03-2021,California,State,Other,55,18.9,48,19.77633902
01-03-2021,California,State,Total,291,100,242.7142857,100
01-03-2021,California,State,Omicron,0,0,0.142857143,0.058858152
01-03-2021,California,State,Epsilon,204,70.1,170.4285714,70.21777516
01-03-2021,California,State,Delta,0,0,0,0
01-03-2021,California,State,Beta,0,0,0,0
01-03-2021,California,State,Gamma,1,0.34,0.285714286,0.117716304
01-03-2021,California,State,Mu,0,0,0,0
01-03-2021,California,State,Lambda,0,0,0,0
01-03-2021,California,State,Alpha,31,10.65,23.85714286,9.82931136
02-03-2021,California,State,Mu,0,0,0,0
02-03-2021,California,State,Alpha,65,11.05,30,10.54216867
02-03-2021,California,State,Beta,0,0,0,0
02-03-2021,California,State,Omicron,0,0,0.142857143,0.050200803
02-03-2021,California,State,Epsilon,321,54.59,184.7142857,64.90963855
02-03-2021,California,State,Total,588,100,284.5714286,100
02-03-2021,California,State,Delta,0,0,0,0
02-03-2021,California,State,Gamma,5,0.85,1,0.351405622
02-03-2021,California,State,Other,197,33.5,68.71428571,24.14658635
02-03-2021,California,State,Lambda,0,0,0,0
03-03-2021,California,State,Lambda,0,0,0,0
03-03-2021,California,State,Beta,0,0,0,0
03-03-2021,California,State,Alpha,54,9.2,33.14285714,10.10013061
03-03-2021,California,State,Mu,0,0,0,0
03-03-2021,California,State,Gamma,1,0.17,1.142857143,0.348280366
03-03-2021,California,State,Epsilon,347,59.11,206.5714286,62.9516761
03-03-2021,California,State,Delta,1,0.17,0.142857143,0.043535046
03-03-2021,California,State,Total,587,100,328.1428571,100
03-03-2021,California,State,Omicron,0,0,0.142857143,0.043535046
03-03-2021,California,State,Other,184,31.35,87,26.51284284
04-03-2021,California,State,Other,145,29.84,97.71428571,27.3381295
04-03-2021,California,State,Beta,1,0.21,0.142857143,0.039968026
04-03-2021,California,State,Lambda,0,0,0,0
04-03-2021,California,State,Gamma,2,0.41,1.428571429,0.399680256
04-03-2021,California,State,Epsilon,281,57.82,220,61.55075939
04-03-2021,California,State,Delta,0,0,0.142857143,0.039968026
04-03-2021,California,State,Total,486,100,357.4285714,100
04-03-2021,California,State,Omicron,0,0,0.142857143,0.039968026
04-03-2021,California,State,Mu,0,0,0,0
04-03-2021,California,State,Alpha,57,11.73,37.85714286,10.59152678
05-03-2021,California,State,Epsilon,294,55.06,239,59.77134691
05-03-2021,California,State,Omicron,0,0,0.142857143,0.035727045
05-03-2021,California,State,Gamma,3,0.56,1.857142857,0.46445159
05-03-2021,California,State,Delta,1,0.19,0.285714286,0.071454091
05-03-2021,California,State,Beta,0,0,0.142857143,0.035727045
05-03-2021,California,State,Other,160,29.96,113.7142857,28.43872812
05-03-2021,California,State,Lambda,0,0,0,0
05-03-2021,California,State,Total,534,100,399.8571429,100
05-03-2021,California,State,Mu,0,0,0,0
05-03-2021,California,State,Alpha,76,14.23,44.71428571,11.1825652
06-03-2021,California,State,Total,361,100,425.1428571,100
06-03-2021,California,State,Other,78,21.61,119.7142857,28.15860215
06-03-2021,California,State,Delta,0,0,0.285714286,0.067204301
06-03-2021,California,State,Epsilon,218,60.39,250.7142857,58.97177419
06-03-2021,California,State,Gamma,0,0,1.857142857,0.436827957
06-03-2021,California,State,Mu,0,0,0,0
06-03-2021,California,State,Omicron,0,0,0.142857143,0.033602151
06-03-2021,California,State,Alpha,64,17.73,52.14285714,12.26478495
06-03-2021,California,State,Beta,1,0.28,0.285714286,0.067204301
06-03-2021,California,State,Lambda,0,0,0,0
07-03-2021,California,State,Other,95,28.88,130.5714286,28.77833753
07-03-2021,California,State,Alpha,41,12.46,55.42857143,12.21662469
07-03-2021,California,State,Omicron,0,0,0,0
07-03-2021,California,State,Beta,1,0.3,0.428571429,0.094458438
07-03-2021,California,State,Lambda,0,0,0,0
07-03-2021,California,State,Total,329,100,453.7142857,100
07-03-2021,California,State,Delta,0,0,0.285714286,0.062972292
07-03-2021,California,State,Gamma,2,0.61,2,0.440806045
07-03-2021,California,State,Mu,0,0,0,0
07-03-2021,California,State,Epsilon,190,57.75,265,58.40680101
08-03-2021,California,State,Total,623,100,501.1428571,100
08-03-2021,California,State,Beta,1,0.16,0.571428571,0.114025086
08-03-2021,California,State,Alpha,80,12.84,62.42857143,12.45724059
08-03-2021,California,State,Other,230,36.92,155.5714286,31.04332953
08-03-2021,California,State,Mu,0,0,0,0
08-03-2021,California,State,Gamma,5,0.8,2.571428571,0.513112885
08-03-2021,California,State,Omicron,0,0,0,0
08-03-2021,California,State,Epsilon,306,49.12,279.5714286,55.78677309
08-03-2021,California,State,Lambda,0,0,0,0
08-03-2021,California,State,Delta,1,0.16,0.428571429,0.085518814
09-03-2021,California,State,Total,694,100,516.2857143,100
09-03-2021,California,State,Epsilon,378,54.47,287.7142857,55.72772551
09-03-2021,California,State,Mu,0,0,0,0
09-03-2021,California,State,Beta,5,0.72,1.285714286,0.249031544
09-03-2021,California,State,Omicron,0,0,0,0
09-03-2021,California,State,Delta,0,0,0.428571429,0.083010515
09-03-2021,California,State,Other,212,30.55,157.7142857,30.5478694
09-03-2021,California,State,Gamma,6,0.86,2.714285714,0.52573326
09-03-2021,California,State,Lambda,0,0,0,0
09-03-2021,California,State,Alpha,93,13.4,66.42857143,12.86662977
10-03-2021,California,State,Alpha,113,16.03,74.85714286,14.04072883
10-03-2021,California,State,Lambda,0,0,0,0
10-03-2021,California,State,Omicron,0,0,0,0
10-03-2021,California,State,Delta,0,0,0.285714286,0.053590568
10-03-2021,California,State,Epsilon,374,53.05,291.5714286,54.68917471
10-03-2021,California,State,Total,705,100,533.1428571,100
10-03-2021,California,State,Mu,0,0,0,0
10-03-2021,California,State,Other,210,29.79,161.4285714,30.27867095
10-03-2021,California,State,Beta,0,0,1.285714286,0.241157556
10-03-2021,California,State,Gamma,8,1.13,3.714285714,0.696677385
11-03-2021,California,State,Omicron,0,0,0,0
11-03-2021,California,State,Alpha,93,15.05,80,14.49275362
11-03-2021,California,State,Delta,0,0,0.285714286,0.051759834
11-03-2021,California,State,Lambda,0,0,0,0
11-03-2021,California,State,Beta,4,0.65,1.714285714,0.310559006
11-03-2021,California,State,Other,201,32.52,169.4285714,30.69358178
11-03-2021,California,State,Epsilon,314,50.81,296.2857143,53.67494824
11-03-2021,California,State,Mu,0,0,0,0
11-03-2021,California,State,Gamma,6,0.97,4.285714286,0.776397516
11-03-2021,California,State,Total,618,100,552,100
12-03-2021,California,State,Total,457,100,541,100
12-03-2021,California,State,Gamma,8,1.75,5,0.924214418
12-03-2021,California,State,Beta,2,0.44,2,0.369685767
12-03-2021,California,State,Alpha,73,15.97,79.57142857,14.70821231
12-03-2021,California,State,Omicron,0,0,0,0
12-03-2021,California,State,Other,143,31.29,167,30.86876155
12-03-2021,California,State,Delta,0,0,0.142857143,0.026406126
12-03-2021,California,State,Epsilon,230,50.33,287.1428571,53.0763137
12-03-2021,California,State,Mu,0,0,0,0
12-03-2021,California,State,Lambda,1,0.22,0.142857143,0.026406126
13-03-2021,California,State,Delta,0,0,0.142857143,0.026888949
13-03-2021,California,State,Mu,0,0,0,0
13-03-2021,California,State,Other,82,27.99,167.5714286,31.54073676
13-03-2021,California,State,Lambda,1,0.34,0.285714286,0.053777897
13-03-2021,California,State,Gamma,2,0.68,5.285714286,0.9948911
13-03-2021,California,State,Beta,0,0,1.857142857,0.349556332
13-03-2021,California,State,Epsilon,163,55.63,279.2857143,52.5678946
13-03-2021,California,State,Total,293,100,531.2857143,100
13-03-2021,California,State,Alpha,45,15.36,76.85714286,14.46625437
13-03-2021,California,State,Omicron,0,0,0,0
14-03-2021,California,State,Mu,0,0,0,0
14-03-2021,California,State,Other,75,34.56,164.7142857,31.9656224
14-03-2021,California,State,Lambda,0,0,0.285714286,0.055447741
14-03-2021,California,State,Delta,0,0,0.142857143,0.02772387
14-03-2021,California,State,Omicron,0,0,0,0
14-03-2021,California,State,Beta,0,0,1.714285714,0.332686443
14-03-2021,California,State,Alpha,39,17.97,76.57142857,14.85999446
14-03-2021,California,State,Gamma,0,0,5,0.970335459
14-03-2021,California,State,Epsilon,103,47.47,266.8571429,51.78818963
14-03-2021,California,State,Total,217,100,515.2857143,100
15-03-2021,California,State,Beta,0,0,1.571428571,0.319767442
15-03-2021,California,State,Epsilon,184,40.35,249.4285714,50.75581395
15-03-2021,California,State,Delta,1,0.22,0.142857143,0.029069767
15-03-2021,California,State,Total,456,100,491.4285714,100
15-03-2021,California,State,Mu,0,0,0,0
15-03-2021,California,State,Lambda,0,0,0.285714286,0.058139535
15-03-2021,California,State,Omicron,0,0,0,0
15-03-2021,California,State,Alpha,110,24.12,80.85714286,16.45348837
15-03-2021,California,State,Other,153,33.55,153.7142857,31.27906977
15-03-2021,California,State,Gamma,8,1.75,5.428571429,1.104651163
16-03-2021,California,State,Other,152,26.43,145.1428571,30.59319482
16-03-2021,California,State,Gamma,14,2.43,6.571428571,1.385124962
16-03-2021,California,State,Omicron,0,0,0,0
16-03-2021,California,State,Lambda,0,0,0.285714286,0.060222824
16-03-2021,California,State,Alpha,137,23.83,87.14285714,18.36796146
16-03-2021,California,State,Beta,1,0.17,1,0.210779886
16-03-2021,California,State,Epsilon,270,46.96,234,49.32249322
16-03-2021,California,State,Total,575,100,474.4285714,100
16-03-2021,California,State,Delta,1,0.17,0.285714286,0.060222824
16-03-2021,California,State,Mu,0,0,0,0
17-03-2021,California,State,Other,190,31.72,142.2857143,30.97978227
17-03-2021,California,State,Beta,3,0.5,1.428571429,0.311041991
17-03-2021,California,State,Gamma,5,0.83,6.142857143,1.33748056
17-03-2021,California,State,Delta,0,0,0.285714286,0.062208398
17-03-2021,California,State,Epsilon,241,40.23,215,46.8118196
17-03-2021,California,State,Mu,0,0,0,0
17-03-2021,California,State,Total,599,100,459.2857143,100
17-03-2021,California,State,Alpha,159,26.54,93.71428571,20.40435459
17-03-2021,California,State,Lambda,1,0.17,0.428571429,0.093312597
17-03-2021,California,State,Omicron,0,0,0,0
18-03-2021,California,State,Omicron,0,0,0,0
18-03-2021,California,State,Alpha,107,19.11,95.71428571,21.22267976
18-03-2021,California,State,Lambda,0,0,0.428571429,0.095026924
18-03-2021,California,State,Mu,0,0,0,0
18-03-2021,California,State,Epsilon,249,44.46,205.7142857,45.61292366
18-03-2021,California,State,Total,560,100,451,100
18-03-2021,California,State,Gamma,9,1.61,6.571428571,1.457079506
18-03-2021,California,State,Beta,3,0.54,1.285714286,0.285080773
18-03-2021,California,State,Delta,0,0,0.285714286,0.063351283
18-03-2021,California,State,Other,192,34.29,141,31.26385809
19-03-2021,California,State,Total,495,100,456.4285714,100
19-03-2021,California,State,Beta,1,0.2,1.142857143,0.250391236
19-03-2021,California,State,Epsilon,205,41.41,202.1428571,44.28794992
19-03-2021,California,State,Gamma,11,2.22,7,1.533646322
19-03-2021,California,State,Delta,0,0,0.285714286,0.062597809
19-03-2021,California,State,Lambda,1,0.2,0.428571429,0.093896714
19-03-2021,California,State,Alpha,135,27.27,104.5714286,22.91079812
19-03-2021,California,State,Mu,0,0,0,0
19-03-2021,California,State,Omicron,0,0,0,0
19-03-2021,California,State,Other,142,28.69,140.8571429,30.86071987
20-03-2021,California,State,Alpha,92,26.36,111.2857143,23.96185789
20-03-2021,California,State,Mu,0,0,0,0
20-03-2021,California,State,Omicron,0,0,0,0
20-03-2021,California,State,Beta,2,0.57,1.428571429,0.307597662
20-03-2021,California,State,Gamma,8,2.29,7.857142857,1.691787142
20-03-2021,California,State,Epsilon,159,45.56,201.5714286,43.40203014
20-03-2021,California,State,Other,88,25.21,141.7142857,30.5136881
20-03-2021,California,State,Lambda,0,0,0.285714286,0.061519532
20-03-2021,California,State,Total,349,100,464.4285714,100
20-03-2021,California,State,Delta,0,0,0.285714286,0.061519532
21-03-2021,California,State,Other,49,22.07,138,29.66830467
21-03-2021,California,State,Mu,0,0,0,0
21-03-2021,California,State,Alpha,54,24.32,113.4285714,24.38574939
